41: 38.8, -187, 0 84.55, -35, 0
42: 38.8, -187, 0 100.05, -35, 0
43: 38.8, -187, 0 108.55, -35, 0
44: 38.8, -187, 0 212.05, -35, 0
45: 38.8, -187, 0 206.05, -35, 0
46: 38.8, -187, 0 215.55, -35, 0
47: 38.8, -187, 0 218.05, -35, 0
48: 38.8, -187, 0 96.55, -187, 0
49: 38.8, -187, 0 84.55, -187, 0
50: 38.8, -187, 0 100.05, -187, 0
51: 38.8, -187, 0 108.55, -187, 0
52: 38.8, -187, 0 212.05, -187, 0
53: 38.8, -187, 0 206.05, -187, 0
54: 38.8, -187, 0 266.3, -187, 0
55: 38.8, -187, 0 218.05, -187, 0
56: 38.8, -187, 0 218.05, -187, 0
57: 38.8, -187, 0 215.55, -187, 0
58: 38.8, -187, 0 345.05, -35, 0
59: 38.8, -187, 0 333.05, -35, 0
60: 38.8, -187, 0 351.05, -35, 0
61: 38.8, -187, 0 348.55, -35, 0
62: 38.8, -187, 0 399.3, -35, 0
63: 38.8, -187, 0 351.05, -35, 0
64: 38.8, -187, 0 457.05, -35, 0
65: 38.8, -187, 0 451.05, -35, 0
66: 38.8, -187, 0 511.3, -35, 0
67: 38.8, -187, 0 463.05, -35, 0
68: 38.8, -187, 0 345.05, -187, 0
69: 38.8, -187, 0 333.05, -187, 0
70: 38.8, -187, 0 399.3, -187, 0
71: 38.8, -187, 0 351.05, -187, 0
72: 38.8, -187, 0 457.05, -187, 0
73: 38.8, -187, 0 451.05, -187, 0
74: 38.8, -187, 0 511.3, -187, 0
75: 38.8, -187, 0 462.8, -187, 0
76: 38.8, -187, 0 212.05, -27, 0
77: 38.8, -187, 0 96.55, -27, 0
78: 38.8, -187, 0 464.05, -187, 0
79: 38.8, -187, 0 464.05, -35, 0
80: 38.8, -187, 0 352.05, -187, 0
81: 38.8, -187, 0 352.05, -35, 0
82: 38.8, -187, 0 219.05, -187, 0
83: 38.8, -187, 0 219.05, -35, 0
84: 38.8, -187, 0 103.55, -187, 0
85: 38.8, -187, 0 103.55, -35, 0
86: 38.8, -187, 0 345.05, -27, 0
87: 38.8, -187, 0 457.05, -27, 0
88: 38.8, -187, 0 345.05, -35, 0
89: 38.8, -187, 0 38.601, 29, 0
0: 84.55, -35, 0 84.55, -187, 0
1: 84.55, -35, 0 38.8, -187, 0
4: 84.55, -35, 0 333.05, -35, 0
5: 84.55, -35, 0 287.3, -35, 0
6: 84.55, -35, 0 333.05, -187, 0
7: 84.55, -35, 0 287.3, -187, 0
8: 84.55, -35, 0 33.74, 28, 0
9: 84.55, -35, 0 -219.813, 28, 0
10: 84.55, -35, 0 345.05, -187, 0
11: 84.55, -35, 0 345.05, -35, 0
12: 84.55, -35, 0 351.05, -187, 0
13: 84.55, -35, 0 348.55, -187, 0
14: 84.55, -35, 0 457.05, -187, 0
15: 84.55, -35, 0 457.05, -35, 0
16: 84.55, -35, 0 463.05, -35, 0
17: 84.55, -35, 0 460.55, -35, 0
18: 84.55, -35, 0 463.05, -187, 0
19: 84.55, -35, 0 460.55, -187, 0
20: 84.55, -35, 0 451.05, -35, 0
21: 84.55, -35, 0 402.8, -35, 0
22: 84.55, -35, 0 451.05, -187, 0
23: 84.55, -35, 0 402.8, -187, 0
24: 84.55, -35, 0 96.55, -35, 0
25: 84.55, -35, 0 39.839, 26.331, 0
26: 84.55, -35, 0 206.05, -35, 0
27: 84.55, -35, 0 157.8, -35, 0
28: 84.55, -35, 0 206.05, -187, 0
29: 84.55, -35, 0 157.8, -187, 0
30: 84.55, -35, 0 96.55, -187, 0
31: 84.55, -35, 0 96.55, -35, 0
32: 84.55, -35, 0 212.05, -187, 0
33: 84.55, -35, 0 212.05, -35, 0
34: 84.55, -35, 0 218.05, -35, 0
35: 84.55, -35, 0 266.3, -35, 0
36: 84.55, -35, 0 108.55, -35, 0
37: 84.55, -35, 0 154.3, -35, 0
38: 84.55, -35, 0 108.55, -187, 0
39: 84.55, -35, 0 154.3, -187, 0
40: 84.55, -35, 0 96.55, -35, 0
41: 84.55, -35, 0 84.55, -35, 0
0: 38.8, -35, 0 84.55, -187, 0
1: 38.8, -35, 0 38.8, -187, 0
4: 38.8, -35, 0 333.05, -35, 0
5: 38.8, -35, 0 287.3, -35, 0
6: 38.8, -35, 0 333.05, -187, 0
7: 38.8, -35, 0 287.3, -187, 0
8: 38.8, -35, 0 33.74, 28, 0
9: 38.8, -35, 0 -219.813, 28, 0
10: 38.8, -35, 0 345.05, -187, 0
11: 38.8, -35, 0 345.05, -35, 0
12: 38.8, -35, 0 351.05, -187, 0
13: 38.8, -35, 0 348.55, -187, 0
14: 38.8, -35, 0 457.05, -187, 0
15: 38.8, -35, 0 457.05, -35, 0
16: 38.8, -35, 0 463.05, -35, 0
17: 38.8, -35, 0 460.55, -35, 0
18: 38.8, -35, 0 463.05, -187, 0
19: 38.8, -35, 0 460.55, -187, 0
20: 38.8, -35, 0 451.05, -35, 0
21: 38.8, -35, 0 402.8, -35, 0
22: 38.8, -35, 0 451.05, -187, 0
23: 38.8, -35, 0 402.8, -187, 0
24: 38.8, -35, 0 96.55, -35, 0
25: 38.8, -35, 0 39.839, 26.331, 0
26: 38.8, -35, 0 206.05, -35, 0
27: 38.8, -35, 0 157.8, -35, 0
28: 38.8, -35, 0 206.05, -187, 0
29: 38.8, -35, 0 157.8, -187, 0
30: 38.8, -35, 0 96.55, -187, 0
31: 38.8, -35, 0 96.55, -35, 0
32: 38.8, -35, 0 212.05, -187, 0
33: 38.8, -35, 0 212.05, -35, 0
34: 38.8, -35, 0 218.05, -35, 0
35: 38.8, -35, 0 266.3, -35, 0
36: 38.8, -35, 0 108.55, -35, 0
37: 38.8, -35, 0 154.3, -35, 0
38: 38.8, -35, 0 108.55, -187, 0
39: 38.8, -35, 0 154.3, -187, 0
40: 38.8, -35, 0 96.55, -35, 0
41: 38.8, -35, 0 84.55, -35, 0
42: 38.8, -35, 0 100.05, -35, 0
43: 38.8, -35, 0 108.55, -35, 0
44: 38.8, -35, 0 212.05, -35, 0
45: 38.8, -35, 0 206.05, -35, 0
46: 38.8, -35, 0 215.55, -35, 0
47: 38.8, -35, 0 218.05, -35, 0
48: 38.8, -35, 0 96.55, -187, 0
49: 38.8, -35, 0 84.55, -187, 0
50: 38.8, -35, 0 100.05, -187, 0
51: 38.8, -35, 0 108.55, -187, 0
52: 38.8, -35, 0 212.05, -187, 0
53: 38.8, -35, 0 206.05, -187, 0
54: 38.8, -35, 0 266.3, -187, 0
55: 38.8, -35, 0 218.05, -187, 0
56: 38.8, -35, 0 218.05, -187, 0
57: 38.8, -35, 0 215.55, -187, 0
58: 38.8, -35, 0 345.05, -35, 0
59: 38.8, -35, 0 333.05, -35, 0
60: 38.8, -35, 0 351.05, -35, 0
61: 38.8, -35, 0 348.55, -35, 0
62: 38.8, -35, 0 399.3, -35, 0
63: 38.8, -35, 0 351.05, -35, 0
64: 38.8, -35, 0 457.05, -35, 0
65: 38.8, -35, 0 451.05, -35, 0
66: 38.8, -35, 0 511.3, -35, 0
67: 38.8, -35, 0 463.05, -35, 0
68: 38.8, -35, 0 345.05, -187, 0
69: 38.8, -35, 0 333.05, -187, 0
70: 38.8, -35, 0 399.3, -187, 0
71: 38.8, -35, 0 351.05, -187, 0
72: 38.8, -35, 0 457.05, -187, 0
73: 38.8, -35, 0 451.05, -187, 0
74: 38.8, -35, 0 511.3, -187, 0
75: 38.8, -35, 0 462.8, -187, 0
76: 38.8, -35, 0 212.05, -27, 0
77: 38.8, -35, 0 96.55, -27, 0
78: 38.8, -35, 0 464.05, -187, 0
79: 38.8, -35, 0 464.05, -35, 0
80: 38.8, -35, 0 352.05, -187, 0
81: 38.8, -35, 0 352.05, -35, 0
82: 38.8, -35, 0 219.05, -187, 0
83: 38.8, -35, 0 219.05, -35, 0
84: 38.8, -35, 0 103.55, -187, 0
85: 38.8, -35, 0 103.55, -35, 0
86: 38.8, -35, 0 345.05, -27, 0
87: 38.8, -35, 0 457.05, -27, 0
88: 38.8, -35, 0 345.05, -35, 0
89: 38.8, -35, 0 38.601, 29, 0
0: 333.05, -35, 0 84.55, -187, 0
1: 333.05, -35, 0 38.8, -187, 0
2: 333.05, -35, 0 84.55, -35, 0
3: 333.05, -35, 0 38.8, -35, 0
6: 333.05, -35, 0 333.05, -187, 0
7: 333.05, -35, 0 287.3, -187, 0
8: 333.05, -35, 0 33.74, 28, 0
9: 333.05, -35, 0 -219.813, 28, 0
10: 333.05, -35, 0 345.05, -187, 0
11: 333.05, -35, 0 345.05, -35, 0
12: 333.05, -35, 0 351.05, -187, 0
13: 333.05, -35, 0 348.55, -187, 0
14: 333.05, -35, 0 457.05, -187, 0
15: 333.05, -35, 0 457.05, -35, 0
16: 333.05, -35, 0 463.05, -35, 0
17: 333.05, -35, 0 460.55, -35, 0
18: 333.05, -35, 0 463.05, -187, 0
19: 333.05, -35, 0 460.55, -187, 0
20: 333.05, -35, 0 451.05, -35, 0
21: 333.05, -35, 0 402.8, -35, 0
22: 333.05, -35, 0 451.05, -187, 0
23: 333.05, -35, 0 402.8, -187, 0
24: 333.05, -35, 0 96.55, -35, 0
25: 333.05, -35, 0 39.839, 26.331, 0
26: 333.05, -35, 0 206.05, -35, 0
27: 333.05, -35, 0 157.8, -35, 0
28: 333.05, -35, 0 206.05, -187, 0
29: 333.05, -35, 0 157.8, -187, 0
30: 333.05, -35, 0 96.55, -187, 0
31: 333.05, -35, 0 96.55, -35, 0
32: 333.05, -35, 0 212.05, -187, 0
33: 333.05, -35, 0 212.05, -35, 0
34: 333.05, -35, 0 218.05, -35, 0
35: 333.05, -35, 0 266.3, -35, 0
36: 333.05, -35, 0 108.55, -35, 0
37: 333.05, -35, 0 154.3, -35, 0
38: 333.05, -35, 0 108.55, -187, 0
39: 333.05, -35, 0 154.3, -187, 0
40: 333.05, -35, 0 96.55, -35, 0
41: 333.05, -35, 0 84.55, -35, 0
42: 333.05, -35, 0 100.05, -35, 0
43: 333.05, -35, 0 108.55, -35, 0
44: 333.05, -35, 0 212.05, -35, 0
45: 333.05, -35, 0 206.05, -35, 0
46: 333.05, -35, 0 215.55, -35, 0
47: 333.05, -35, 0 218.05, -35, 0
48: 333.05, -35, 0 96.55, -187, 0
49: 333.05, -35, 0 84.55, -187, 0
50: 333.05, -35, 0 100.05, -187, 0
51: 333.05, -35, 0 108.55, -187, 0
52: 333.05, -35, 0 212.05, -187, 0
53: 333.05, -35, 0 206.05, -187, 0
54: 333.05, -35, 0 266.3, -187, 0
55: 333.05, -35, 0 218.05, -187, 0
56: 333.05, -35, 0 218.05, -187, 0
57: 333.05, -35, 0 215.55, -187, 0
58: 333.05, -35, 0 345.05, -35, 0
59: 333.05, -35, 0 333.05, -35, 0
0: 287.3, -35, 0 84.55, -187, 0
1: 287.3, -35, 0 38.8, -187, 0
2: 287.3, -35, 0 84.55, -35, 0
3: 287.3, -35, 0 38.8, -35, 0
6: 287.3, -35, 0 333.05, -187, 0
7: 287.3, -35, 0 287.3, -187, 0
8: 287.3, -35, 0 33.74, 28, 0
9: 287.3, -35, 0 -219.813, 28, 0
10: 287.3, -35, 0 345.05, -187, 0
11: 287.3, -35, 0 345.05, -35, 0
12: 287.3, -35, 0 351.05, -187, 0
13: 287.3, -35, 0 348.55, -187, 0
14: 287.3, -35, 0 457.05, -187, 0
15: 287.3, -35, 0 457.05, -35, 0
16: 287.3, -35, 0 463.05, -35, 0
17: 287.3, -35, 0 460.55, -35, 0
18: 287.3, -35, 0 463.05, -187, 0
19: 287.3, -35, 0 460.55, -187, 0
20: 287.3, -35, 0 451.05, -35, 0
21: 287.3, -35, 0 402.8, -35, 0
22: 287.3, -35, 0 451.05, -187, 0
23: 287.3, -35, 0 402.8, -187, 0
24: 287.3, -35, 0 96.55, -35, 0
25: 287.3, -35, 0 39.839, 26.331, 0
26: 287.3, -35, 0 206.05, -35, 0
27: 287.3, -35, 0 157.8, -35, 0
28: 287.3, -35, 0 206.05, -187, 0
29: 287.3, -35, 0 157.8, -187, 0
30: 287.3, -35, 0 96.55, -187, 0
31: 287.3, -35, 0 96.55, -35, 0
32: 287.3, -35, 0 212.05, -187, 0
33: 287.3, -35, 0 212.05, -35, 0
34: 287.3, -35, 0 218.05, -35, 0
35: 287.3, -35, 0 266.3, -35, 0
36: 287.3, -35, 0 108.55, -35, 0
37: 287.3, -35, 0 154.3, -35, 0
38: 287.3, -35, 0 108.55, -187, 0
39: 287.3, -35, 0 154.3, -187, 0
40: 287.3, -35, 0 96.55, -35, 0
41: 287.3, -35, 0 84.55, -35, 0
42: 287.3, -35, 0 100.05, -35, 0
43: 287.3, -35, 0 108.55, -35, 0
44: 287.3, -35, 0 212.05, -35, 0
45: 287.3, -35, 0 206.05, -35, 0
46: 287.3, -35, 0 215.55, -35, 0
47: 287.3, -35, 0 218.05, -35, 0
48: 287.3, -35, 0 96.55, -187, 0
49: 287.3, -35, 0 84.55, -187, 0
50: 287.3, -35, 0 100.05, -187, 0
51: 287.3, -35, 0 108.55, -187, 0
52: 287.3, -35, 0 212.05, -187, 0
53: 287.3, -35, 0 206.05, -187, 0
54: 287.3, -35, 0 266.3, -187, 0
55: 287.3, -35, 0 218.05, -187, 0
56: 287.3, -35, 0 218.05, -187, 0
57: 287.3, -35, 0 215.55, -187, 0
58: 287.3, -35, 0 345.05, -35, 0
59: 287.3, -35, 0 333.05, -35, 0
60: 287.3, -35, 0 351.05, -35, 0
61: 287.3, -35, 0 348.55, -35, 0
62: 287.3, -35, 0 399.3, -35, 0
63: 287.3, -35, 0 351.05, -35, 0
64: 287.3, -35, 0 457.05, -35, 0
65: 287.3, -35, 0 451.05, -35, 0
66: 287.3, -35, 0 511.3, -35, 0
67: 287.3, -35, 0 463.05, -35, 0
68: 287.3, -35, 0 345.05, -187, 0
69: 287.3, -35, 0 333.05, -187, 0
70: 287.3, -35, 0 399.3, -187, 0
71: 287.3, -35, 0 351.05, -187, 0
72: 287.3, -35, 0 457.05, -187, 0
73: 287.3, -35, 0 451.05, -187, 0
74: 287.3, -35, 0 511.3, -187, 0
75: 287.3, -35, 0 462.8, -187, 0
76: 287.3, -35, 0 212.05, -27, 0
77: 287.3, -35, 0 96.55, -27, 0
78: 287.3, -35, 0 464.05, -187, 0
79: 287.3, -35, 0 464.05, -35, 0
80: 287.3, -35, 0 352.05, -187, 0
81: 287.3, -35, 0 352.05, -35, 0
82: 287.3, -35, 0 219.05, -187, 0
83: 287.3, -35, 0 219.05, -35, 0
84: 287.3, -35, 0 103.55, -187, 0
85: 287.3, -35, 0 103.55, -35, 0
86: 287.3, -35, 0 345.05, -27, 0
87: 287.3, -35, 0 457.05, -27, 0
88: 287.3, -35, 0 345.05, -35, 0
89: 287.3, -35, 0 38.601, 29, 0
0: 333.05, -187, 0 84.55, -187, 0
1: 333.05, -187, 0 38.8, -187, 0
2: 333.05, -187, 0 84.55, -35, 0
3: 333.05, -187, 0 38.8, -35, 0
4: 333.05, -187, 0 333.05, -35, 0
5: 333.05, -187, 0 287.3, -35, 0
8: 333.05, -187, 0 33.74, 28, 0
9: 333.05, -187, 0 -219.813, 28, 0
10: 333.05, -187, 0 345.05, -187, 0
11: 333.05, -187, 0 345.05, -35, 0
12: 333.05, -187, 0 351.05, -187, 0
13: 333.05, -187, 0 348.55, -187, 0
14: 333.05, -187, 0 457.05, -187, 0
15: 333.05, -187, 0 457.05, -35, 0
16: 333.05, -187, 0 463.05, -35, 0
17: 333.05, -187, 0 460.55, -35, 0
18: 333.05, -187, 0 463.05, -187, 0
19: 333.05, -187, 0 460.55, -187, 0
20: 333.05, -187, 0 451.05, -35, 0
21: 333.05, -187, 0 402.8, -35, 0
22: 333.05, -187, 0 451.05, -187, 0
23: 333.05, -187, 0 402.8, -187, 0
24: 333.05, -187, 0 96.55, -35, 0
25: 333.05, -187, 0 39.839, 26.331, 0
26: 333.05, -187, 0 206.05, -35, 0
27: 333.05, -187, 0 157.8, -35, 0
28: 333.05, -187, 0 206.05, -187, 0
29: 333.05, -187, 0 157.8, -187, 0
30: 333.05, -187, 0 96.55, -187, 0
31: 333.05, -187, 0 96.55, -35, 0
32: 333.05, -187, 0 212.05, -187, 0
33: 333.05, -187, 0 212.05, -35, 0
34: 333.05, -187, 0 218.05, -35, 0
35: 333.05, -187, 0 266.3, -35, 0
36: 333.05, -187, 0 108.55, -35, 0
37: 333.05, -187, 0 154.3, -35, 0
38: 333.05, -187, 0 108.55, -187, 0
39: 333.05, -187, 0 154.3, -187, 0
40: 333.05, -187, 0 96.55, -35, 0
41: 333.05, -187, 0 84.55, -35, 0
42: 333.05, -187, 0 100.05, -35, 0
43: 333.05, -187, 0 108.55, -35, 0
44: 333.05, -187, 0 212.05, -35, 0
45: 333.05, -187, 0 206.05, -35, 0
46: 333.05, -187, 0 215.55, -35, 0
47: 333.05, -187, 0 218.05, -35, 0
48: 333.05, -187, 0 96.55, -187, 0
49: 333.05, -187, 0 84.55, -187, 0
50: 333.05, -187, 0 100.05, -187, 0
51: 333.05, -187, 0 108.55, -187, 0
52: 333.05, -187, 0 212.05, -187, 0
53: 333.05, -187, 0 206.05, -187, 0
54: 333.05, -187, 0 266.3, -187, 0
55: 333.05, -187, 0 218.05, -187, 0
56: 333.05, -187, 0 218.05, -187, 0
57: 333.05, -187, 0 215.55, -187, 0
58: 333.05, -187, 0 345.05, -35, 0
59: 333.05, -187, 0 333.05, -35, 0
60: 333.05, -187, 0 351.05, -35, 0
61: 333.05, -187, 0 348.55, -35, 0
62: 333.05, -187, 0 399.3, -35, 0
63: 333.05, -187, 0 351.05, -35, 0
64: 333.05, -187, 0 457.05, -35, 0
65: 333.05, -187, 0 451.05, -35, 0
66: 333.05, -187, 0 511.3, -35, 0
67: 333.05, -187, 0 463.05, -35, 0
68: 333.05, -187, 0 345.05, -187, 0
69: 333.05, -187, 0 333.05, -187, 0
0: 287.3, -187, 0 84.55, -187, 0
1: 287.3, -187, 0 38.8, -187, 0
2: 287.3, -187, 0 84.55, -35, 0
3: 287.3, -187, 0 38.8, -35, 0
4: 287.3, -187, 0 333.05, -35, 0
5: 287.3, -187, 0 287.3, -35, 0
8: 287.3, -187, 0 33.74, 28, 0
9: 287.3, -187, 0 -219.813, 28, 0
10: 287.3, -187, 0 345.05, -187, 0
11: 287.3, -187, 0 345.05, -35, 0
12: 287.3, -187, 0 351.05, -187, 0
13: 287.3, -187, 0 348.55, -187, 0
14: 287.3, -187, 0 457.05, -187, 0
15: 287.3, -187, 0 457.05, -35, 0
16: 287.3, -187, 0 463.05, -35, 0
17: 287.3, -187, 0 460.55, -35, 0
18: 287.3, -187, 0 463.05, -187, 0
19: 287.3, -187, 0 460.55, -187, 0
20: 287.3, -187, 0 451.05, -35, 0
21: 287.3, -187, 0 402.8, -35, 0
22: 287.3, -187, 0 451.05, -187, 0
23: 287.3, -187, 0 402.8, -187, 0
24: 287.3, -187, 0 96.55, -35, 0
25: 287.3, -187, 0 39.839, 26.331, 0
26: 287.3, -187, 0 206.05, -35, 0
27: 287.3, -187, 0 157.8, -35, 0
28: 287.3, -187, 0 206.05, -187, 0
29: 287.3, -187, 0 157.8, -187, 0
30: 287.3, -187, 0 96.55, -187, 0
31: 287.3, -187, 0 96.55, -35, 0
32: 287.3, -187, 0 212.05, -187, 0
33: 287.3, -187, 0 212.05, -35, 0
34: 287.3, -187, 0 218.05, -35, 0
35: 287.3, -187, 0 266.3, -35, 0
36: 287.3, -187, 0 108.55, -35, 0
37: 287.3, -187, 0 154.3, -35, 0
38: 287.3, -187, 0 108.55, -187, 0
39: 287.3, -187, 0 154.3, -187, 0
40: 287.3, -187, 0 96.55, -35, 0
41: 287.3, -187, 0 84.55, -35, 0
42: 287.3, -187, 0 100.05, -35, 0
43: 287.3, -187, 0 108.55, -35, 0
44: 287.3, -187, 0 212.05, -35, 0
45: 287.3, -187, 0 206.05, -35, 0
46: 287.3, -187, 0 215.55, -35, 0
47: 287.3, -187, 0 218.05, -35, 0
48: 287.3, -187, 0 96.55, -187, 0
49: 287.3, -187, 0 84.55, -187, 0
50: 287.3, -187, 0 100.05, -187, 0
51: 287.3, -187, 0 108.55, -187, 0
52: 287.3, -187, 0 212.05, -187, 0
53: 287.3, -187, 0 206.05, -187, 0
54: 287.3, -187, 0 266.3, -187, 0
55: 287.3, -187, 0 218.05, -187, 0
56: 287.3, -187, 0 218.05, -187, 0
57: 287.3, -187, 0 215.55, -187, 0
58: 287.3, -187, 0 345.05, -35, 0
59: 287.3, -187, 0 333.05, -35, 0
60: 287.3, -187, 0 351.05, -35, 0
61: 287.3, -187, 0 348.55, -35, 0
62: 287.3, -187, 0 399.3, -35, 0
63: 287.3, -187, 0 351.05, -35, 0
64: 287.3, -187, 0 457.05, -35, 0
65: 287.3, -187, 0 451.05, -35, 0
66: 287.3, -187, 0 511.3, -35, 0
67: 287.3, -187, 0 463.05, -35, 0
68: 287.3, -187, 0 345.05, -187, 0
69: 287.3, -187, 0 333.05, -187, 0
70: 287.3, -187, 0 399.3, -187, 0
71: 287.3, -187, 0 351.05, -187, 0
72: 287.3, -187, 0 457.05, -187, 0
73: 287.3, -187, 0 451.05, -187, 0
74: 287.3, -187, 0 511.3, -187, 0
75: 287.3, -187, 0 462.8, -187, 0
76: 287.3, -187, 0 212.05, -27, 0
77: 287.3, -187, 0 96.55, -27, 0
78: 287.3, -187, 0 464.05, -187, 0
79: 287.3, -187, 0 464.05, -35, 0
80: 287.3, -187, 0 352.05, -187, 0
81: 287.3, -187, 0 352.05, -35, 0
82: 287.3, -187, 0 219.05, -187, 0
83: 287.3, -187, 0 219.05, -35, 0
84: 287.3, -187, 0 103.55, -187, 0
85: 287.3, -187, 0 103.55, -35, 0
86: 287.3, -187, 0 345.05, -27, 0
87: 287.3, -187, 0 457.05, -27, 0
88: 287.3, -187, 0 345.05, -35, 0
89: 287.3, -187, 0 38.601, 29, 0
0: 33.74, 28, 0 84.55, -187, 0
1: 33.74, 28, 0 38.8, -187, 0
2: 33.74, 28, 0 84.55, -35, 0
3: 33.74, 28, 0 38.8, -35, 0
4: 33.74, 28, 0 333.05, -35, 0
5: 33.74, 28, 0 287.3, -35, 0
6: 33.74, 28, 0 333.05, -187, 0
7: 33.74, 28, 0 287.3, -187, 0
10: 33.74, 28, 0 345.05, -187, 0
11: 33.74, 28, 0 345.05, -35, 0
12: 33.74, 28, 0 351.05, -187, 0
13: 33.74, 28, 0 348.55, -187, 0
14: 33.74, 28, 0 457.05, -187, 0
15: 33.74, 28, 0 457.05, -35, 0
16: 33.74, 28, 0 463.05, -35, 0
17: 33.74, 28, 0 460.55, -35, 0
18: 33.74, 28, 0 463.05, -187, 0
19: 33.74, 28, 0 460.55, -187, 0
20: 33.74, 28, 0 451.05, -35, 0
21: 33.74, 28, 0 402.8, -35, 0
22: 33.74, 28, 0 451.05, -187, 0
23: 33.74, 28, 0 402.8, -187, 0
24: 33.74, 28, 0 96.55, -35, 0
25: 33.74, 28, 0 39.839, 26.331, 0
26: 33.74, 28, 0 206.05, -35, 0
27: 33.74, 28, 0 157.8, -35, 0
28: 33.74, 28, 0 206.05, -187, 0
29: 33.74, 28, 0 157.8, -187, 0
30: 33.74, 28, 0 96.55, -187, 0
31: 33.74, 28, 0 96.55, -35, 0
32: 33.74, 28, 0 212.05, -187, 0
33: 33.74, 28, 0 212.05, -35, 0
34: 33.74, 28, 0 218.05, -35, 0
35: 33.74, 28, 0 266.3, -35, 0
36: 33.74, 28, 0 108.55, -35, 0
37: 33.74, 28, 0 154.3, -35, 0
38: 33.74, 28, 0 108.55, -187, 0
39: 33.74, 28, 0 154.3, -187, 0
40: 33.74, 28, 0 96.55, -35, 0
41: 33.74, 28, 0 84.55, -35, 0
42: 33.74, 28, 0 100.05, -35, 0
